vehID,routeKey,class,depart,arrival,travel_time,distance_m,on_express_s,admitted,denied
veh1384,654297629#6->564273553#0,veh_passenger,929.00,943.00,14.00,22.74,0.00,False,False
veh1384.1,654297629#6->564273553#0,veh_passenger,939.00,946.00,7.00,22.74,0.00,False,False
bus160,40140017#1->10629474#1,bus_bus,961.00,997.00,36.00,252.35,0.00,False,False
bus160.1,40140017#1->10629474#1,bus_bus,966.00,1002.00,36.00,252.35,0.00,False,False
veh1502,-47224972#0->-47224972#0,veh_passenger,1008.00,1009.00,1.00,5.85,0.00,False,False
veh1502.1,-47224972#0->-47224972#0,veh_passenger,1009.00,1010.00,1.00,5.85,0.00,False,False
veh1493,1196008692#1->178583167#0,veh_passenger,1002.00,1020.00,18.00,189.73,0.00,False,False
veh1411,11635067->335802672,veh_passenger,947.00,1022.00,75.00,1704.60,30.00,False,False
veh1374,39838691#0->509524230,veh_passenger,922.00,1030.00,108.00,628.06,0.00,False,False
veh1374.1,39838691#0->509524230,veh_passenger,925.00,1030.00,105.00,628.06,0.00,False,False
veh1500,40140141#2->-257421487#0,veh_passenger,1006.00,1073.00,67.00,609.40,0.00,False,False
veh1500.1,40140141#2->-257421487#0,veh_passenger,1009.00,1083.00,74.00,609.40,0.00,False,False
veh1347,-47224972#1->-1068144849#2,veh_passenger,904.00,1097.00,193.00,1728.44,84.00,True,False
veh1563,-50323229#2->1273251150#1,veh_passenger,1049.00,1104.00,55.00,346.03,0.00,False,False
veh1525,475044040#4->-238219449,veh_passenger,1023.00,1110.00,87.00,484.27,0.00,False,False
veh1587,240666069#0->428730800,veh_passenger,1065.00,1114.00,49.00,565.24,0.00,False,False
veh1573,40140141#6->-169562956,veh_passenger,1057.00,1129.00,72.00,687.13,0.00,False,False
veh1367,1337646271#0->515130026#0,veh_passenger,917.00,1131.00,214.00,1295.92,0.00,False,False
bus164,142741729#1->40139504#1,bus_bus,985.00,1139.00,154.00,568.58,0.00,False,False
bus164.1,142741729#1->40139504#1,bus_bus,991.00,1142.00,151.00,568.58,0.00,False,False
bus187,428730793#0->460316444,bus_bus,1123.00,1145.00,22.00,181.64,0.00,False,False
veh1693,-40109290#3->-50323229#13,veh_passenger,1136.00,1149.00,13.00,53.08,0.00,False,False
veh1664,8887999#1->47225638#0,veh_passenger,1116.00,1186.00,70.00,957.11,0.00,False,False
veh1566,40140141#0->-240666072#1,veh_passenger,1051.00,1187.00,136.00,654.14,0.00,False,False
veh1566.1,40140141#0->-240666072#1,veh_passenger,1054.00,1189.00,135.00,654.14,0.00,False,False
veh1664.1,8887999#1->47225638#0,veh_passenger,1119.00,1190.00,71.00,957.11,0.00,False,False
veh1377,1211151635#0->1214520074#2,veh_passenger,929.00,1226.00,297.00,1272.53,0.00,False,False
veh1811,-1254633077#1->-50323229#14,veh_passenger,1215.00,1230.00,15.00,86.80,0.00,False,False
veh1471,11635095->-1067928307#2,veh_passenger,987.00,1231.00,244.00,2246.44,0.00,False,False
veh1610.1,1064476620#3->-654297637#1,veh_passenger,1083.00,1231.00,148.00,546.13,0.00,False,False
veh1811.1,-1254633077#1->-50323229#14,veh_passenger,1218.00,1233.00,15.00,86.80,0.00,False,False
veh1510,-1332638368#2->1421367508,veh_passenger,1013.00,1242.00,229.00,862.54,0.00,False,False
veh1510.1,-1332638368#2->1421367508,veh_passenger,1016.00,1243.00,227.00,862.54,0.00,False,False
truck95,1214520074#5->-12247568#1,truck_truck,1141.00,1288.00,147.00,1159.71,0.00,False,False
veh1740,-1125986406#0->967985513#2,veh_passenger,1167.00,1292.00,125.00,1175.09,0.00,False,False
truck95.1,1214520074#5->-12247568#1,truck_truck,1146.00,1292.00,146.00,1159.71,0.00,False,False
veh1441,40297715#0->-50323229#15,veh_passenger,967.00,1293.00,326.00,963.91,0.00,False,False
veh1830,-169562956->-1260485931#0,veh_passenger,1228.00,1298.00,70.00,726.42,0.00,False,False
veh1878,1235754993#1->1201484855,veh_passenger,1260.00,1298.00,38.00,430.39,0.00,False,False
veh1740.1,-1125986406#0->967985513#2,veh_passenger,1170.00,1301.00,131.00,1175.09,0.00,False,False
veh1527,654297632#2->-40109239,veh_passenger,1025.00,1313.00,288.00,950.94,6.00,True,False
veh1610,1064476620#3->-654297637#1,veh_passenger,1080.00,1322.00,242.00,546.13,0.00,False,False
veh1424.1,1068144845#4->83563455,veh_passenger,963.00,1327.00,364.00,2781.37,33.00,False,False
veh1649,39763700#0->39838657#2,veh_passenger,1106.00,1327.00,221.00,790.81,0.00,False,False
veh1424,1068144845#4->83563455,veh_passenger,956.00,1331.00,375.00,2781.37,39.00,False,False
veh1820,47224972#1->1118804256#0,veh_passenger,1221.00,1345.00,124.00,1669.72,43.00,True,False
veh1656,515124966->-450616334#0,veh_passenger,1205.00,1375.00,170.00,1136.71,0.00,False,False
truck84,1214520075->1074771170,truck_truck,1164.00,1385.00,221.00,983.71,0.00,False,False
veh1645,15420537#1->9833223,veh_passenger,1104.00,1386.00,282.00,2275.88,16.00,True,False
truck84.1,1214520075->1074771170,truck_truck,1232.00,1387.00,155.00,983.71,0.00,False,False
veh2075,-39838691#10->-39838691#8,veh_passenger,1392.00,1401.00,9.00,71.68,0.00,False,False
veh1545,509524228->178702248,veh_passenger,1037.00,1406.00,369.00,1877.49,26.00,False,False
veh2075.1,-39838691#10->-39838691#8,veh_passenger,1395.00,1407.00,12.00,71.68,0.00,False,False
veh1538,47087992#0->240666069#2,veh_passenger,1032.00,1409.00,377.00,2242.99,13.00,True,False
veh2117,513082635#0->515123442#4,veh_passenger,1420.00,1462.00,42.00,710.95,14.00,False,False
veh1538.1,47087992#0->240666069#2,veh_passenger,1035.00,1477.00,442.00,2242.99,13.00,True,False
veh2202,15419971#0->15419971#1,veh_passenger,1477.00,1487.00,10.00,94.37,0.00,False,False
veh1773,-224146621->-47267007#2,veh_passenger,1189.00,1489.00,300.00,2084.20,10.00,True,False
veh2202.1,15419971#0->15419971#1,veh_passenger,1480.00,1490.00,10.00,94.37,0.00,False,False
veh1996,515138054->178702239#0,veh_passenger,1339.00,1498.00,159.00,2368.66,29.00,True,False
veh1913.1,47053612->-1322916760#1,veh_passenger,1286.00,1550.00,264.00,2431.23,54.00,True,False
veh1913,47053612->-1322916760#1,veh_passenger,1283.00,1555.00,272.00,2431.23,55.00,True,False
veh2101,-40139504#1->1064476618#0,veh_passenger,1409.00,1560.00,151.00,568.87,0.00,False,False
veh1420,-1068144845#4->47267010,veh_passenger,953.00,1566.00,613.00,2190.69,35.00,False,False
veh1420.1,-1068144845#4->47267010,veh_passenger,956.00,1568.00,612.00,2190.69,37.00,False,False
veh1088,490474063#3->1254816453#1,veh_passenger,983.00,1584.00,601.00,853.40,326.00,False,False
veh2093,-238219441#2->1260485931#1,veh_passenger,1404.00,1590.00,186.00,795.79,0.00,False,False
veh2093.1,-238219441#2->1260485931#1,veh_passenger,1407.00,1596.00,189.00,795.79,0.00,False,False
veh2098,-39920593#2->40138239#4,veh_passenger,1407.00,1609.00,202.00,583.80,0.00,False,False
veh2098.1,-39920593#2->40138239#4,veh_passenger,1410.00,1614.00,204.00,583.80,0.00,False,False
veh1423,-687878722#0->488788636#0,veh_passenger,955.00,1628.00,673.00,954.49,0.00,False,False
veh1927,1068144848#1->1100626097,veh_passenger,1293.00,1628.00,335.00,1320.35,7.00,False,False
veh1927.1,1068144848#1->1100626097,veh_passenger,1296.00,1628.00,332.00,1320.35,7.00,False,False
veh2034,465144361->1235754993#1,veh_passenger,1364.00,1635.00,271.00,209.69,0.00,False,False
veh2363,-238219441#2->-40140017#1,veh_passenger,1585.00,1645.00,60.00,325.19,0.00,False,False
bus175,1214520075->178702251,bus_bus,1236.00,1661.00,425.00,2262.59,60.00,True,False
bus252,40140141#3->822782498,bus_bus,1513.00,1662.00,149.00,790.34,0.00,False,False
veh1482,1075505400#0->515130027,veh_passenger,994.00,1664.00,670.00,2058.08,0.00,False,False
veh2379,511404877->-1067928305#1,veh_passenger,1595.00,1678.00,83.00,1104.60,0.00,False,False
veh1752,-488788630#1->-428730813#3,veh_passenger,1175.00,1682.00,507.00,459.46,0.00,False,False
